"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"555","2","45","1","2","1","20.00","2","5","4","3","4","2","2","3","2","3","4","3","3","3","2","2","2","1","2","2","2","4","3","2","2","2","3","3","2","4","4","4","3","4","2","3","4","4","3","3"
"556","2","53","1","1","1","7.00","1","2","3","3","1","3","1","3","2","1","3","3","3","3","4","4","4","3","2","1","4","4","2","3","2","3","1","3","1","3","3","3","2","1","1","4","5","5","5","3"
"557","2","55","1","1","1","30.00","2","5","4","3","4","4","4","3","4","4","3","4","4","3","4","3","4","3","4","3","4","4","4","3","3","3","4","4","4","3","3","3","4","4","4","2","2","2","2","2"
"558","1","59","1","1","1","38.00","1","5","4","4","4","4","4","4","1","1","1","3","3","3","3","3","4","1","1","1","4","3","2","3","3","4","3","3","3","2","3","3","4","3","3","3","3","1","4","1"
"559","1","38","1","1","3","9.00","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"560","2","30","1","1","1","3.00","1","3","4","3","4","3","3","4","3","4","4","3","4","3","4","4","3","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","3","3","3"
"561","2","44","1","1","1","22.00","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4"
"562","2","41","1","2","1","18.00","1","5","4","3","4","3","3","3","1","4","3","2","2","3","3","3","3","1","1","3","4","3","3","3","3","3","4","3","3","4","3","4","1","1","1","3","4","3","3","4"
"563","1","37","2","1","1","1.00","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3"
"564","2","40","1","1","3","12.00","1","1","5","4","5","5","5","5","5","5","5","4","4","5","5","5","5","4","4","3","5","4","5","4","4","4","5","4","4","5","5","4","4","4","4","2","2","2","2","2"
"565","2","23","1","1","1","4.00","1","3","4","4","3","4","4","4","4","5","4","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","1","3","3","2","1"
"566","2","47","1","1","1","5.00","1","5","4","3","4","4","4","4","5","5","5","4","3","3","4","3","4","2","2","3","4","4","3","3","4","4","4","5","3","4","4","5","4","4","2","2","3","3","3","1"
"567","2","23","1","1","1","2.50","1","3","4","4","4","2","4","3","4","1","5","5","4","5","5","5","5","5","3","5","4","4","5","5","3","5","5","5","4","2","4","2","5","5","5","1","3","1","3","1"
"568","2","28","1","1","1","3.00","1","4","4","4","4","4","4","4","4","1","3","3","4","4","4","3","4","1","2","2","3","3","4","3","3","3","5","4","4","4","4","4","3","4","3","3","4","4","3","2"
"569","1","48","1","1","1","21.00","2","4","3","4","4","4","4","3","2","1","2","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3"
"570","1","38","1","1","2","4.00","1","3","4","3","3","3","3","3","2","4","2","3","3","2","3","3","3","3","4","3","3","4","3","4","3","2","4","4","2","4","3","3","3","3","4","3","3","3","4","2"
"571","1","52","1","1","2","31.00","2","2","4","4","5","5","4","4","3","4","4","5","4","4","5","4","4","4","4","4","5","5","4","3","4","4","4","4","3","4","4","4","4","4","4","1","1","2","2","2"
"572","1","32","1","1","2","2.50","1","1","2","2","3","3","2","2","4","3","4","2","2","2","4","3","4","1","1","1","2","4","2","2","3","3","4","3","3","3","3","4","2","1","2","4","4","4","4","4"
"573","1","30","1","1","1","8.00","2","5","4","4","4","3","3","4","1","2","2","3","2","2","3","3","2","2","2","2","4","4","2","2","2","2","3","2","2","2","2","4","3","3","3","2","2","2","2","2"
"574","1","46","1","1","3","19.00","1","3","5","5","5","5","5","5","3","3","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","1","5","1","5","1"
"575","2","58","2","2","1","","2","5","3","3","4","3","3","3","2","1","2","3","4","3","5","3","4","3","3","3","3","4","3","4","4","3","4","4","4","3","3","3","4","4","4","1","4","1","3","1"
"576","2","42","1","1","1","10.67","3","4","5","4","4","4","4","5","5","1","4","5","5","3","4","4","5","4","4","4","4","3","5","4","4","5","5","4","4","4","4","4","3","4","4","1","4","1","4","1"
"577","2","43","1","1","1","19.00","2","5","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","3","4","3","3","4","4","3","3","3","3","3","3","3","4","3","3","4","3","3","4","4","4"
"578","1","59","1","2","1","21.00","1","3","2","2","3","4","2","3","2","1","4","4","3","4","4","3","4","2","2","3","4","4","2","3","4","3","4","3","4","2","3","3","3","5","4","2","2","2","3","1"
"579","2","41","1","1","3","6.00","1","2","4","4","5","2","2","4","4","5","4","4","4","4","5","4","4","2","2","2","4","4","3","4","3","3","5","4","3","2","5","3","4","4","2","2","4","4","2","2"
"580","2","49","1","1","1","20.00","1","5","4","4","4","4","4","4","4","4","3","3","3","3","4","3","4","3","3","3","3","4","4","4","3","3","4","3","4","3","3","3","3","3","3","3","4","4","3","4"
"581","2","59","1","1","1","5.00","1","4","3","4","4","4","4","5","5","1","5","4","4","4","5","4","4","4","4","3","5","5","4","3","4","3","5","4","4","4","4","4","4","4","3","1","2","5","2","1"
"582","2","24","1","2","1","0.17","1","4","3","4","4","4","3","5","5","2","4","5","5","5","2","3","2","2","2","2","5","4","2","4","5","4","4","5","4","4","4","3","3","3","5","2","4","3","3","2"
"583","1","44","1","1","1","3.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","4","3","3","3"
"584","1","37","2","1","3","7.50","2","5","5","5","4","3","1","3","2","1","2","4","4","4","2","3","3","1","2","2","4","5","3","3","3","3","5","3","3","1","2","3","3","4","3","1","3","4","3","2"
"585","2","22","2","1","2","","1","2","4","4","3","4","3","4","5","5","4","3","4","3","3","3","4","2","3","4","4","4","4","3","3","4","4","4","4","5","4","4","3","3","3","2","4","3","2","3"
"586","1","35","1","1","1","6.00","1","2","3","3","1","5","4","4","5","3","5","1","1","2","3","3","1","1","1","1","1","1","3","3","2","1","1","3","1","3","2","1","5","5","4","1","3","1","2","1"
"587","2","44","1","1","1","16.00","1","1","4","4","3","2","3","2","4","1","4","2","3","2","2","3","2","3","4","4","1","4","2","4","4","2","3","3","3","3","3","3","4","5","4","3","4","4","4","2"
"588","2","54","1","1","2","36.00","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","3","3","5","5","5","5","5","5","5","5","5","5","5","5","3","3","4","1","1","1","1","3"
"589","1","37","1","1","1","12.00","1","5","4","3","3","3","3","4","2","4","2","2","3","3","3","3","2","3","3","3","2","3","2","3","3","3","3","3","3","3","3","3","3","4","2","1","3","2","2","2"
"590","2","27","1","1","1","1.50","1","5","4","3","1","3","3","4","3","4","2","2","2","1","1","1","1","2","1","2","3","2","3","3","2","2","4","3","2","2","4","3","1","1","1","2","4","4","4","5"
"591","2","35","2","2","1","10.00","1","1","1","2","3","4","3","3","4","3","4","4","4","4","4","3","4","2","2","3","3","4","3","3","3","3","4","4","3","3","4","4","3","4","4","3","4","3","3","2"
"592","1","54","1","1","1","25.00","1","4","4","4","3","4","4","4","3","4","4","4","4","3","4","4","4","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2"
"593","1","37","1","1","2","5.00","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"594","1","40","1","1","1","5.00","1","3","3","3","3","3","3","3","3","5","4","4","4","4","4","3","4","3","3","3","4","4","4","3","3","3","3","3","3","3","3","3","4","4","3","2","3","2","2","3"
"595","1","47","1","2","2","15.00","1","5","4","4","5","4","4","5","2","2","4","4","4","5","4","4","4","4","4","3","5","4","5","4","3","4","4","5","4","3","4","4","5","5","5","1","3","1","1","1"
"596","2","26","2","1","1","0.58","3","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","2","1","1","1","3","1","5","5","5","5","5"
"597","2","22","1","1","1","0.50","1","2","4","3","2","4","4","4","2","4","1","4","3","3","4","5","3","3","3","3","4","3","4","2","3","1","2","3","2","2","3","1","1","3","2","2","2","2","3","2"
"598","2","21","1","1","1","0.50","1","2","1","4","4","3","4","3","2","5","4","5","4","4","5","4","2","2","3","3","4","5","4","3","3","3","4","3","3","3","4","2","3","3","2","2","1","4","1","1"
"599","2","23","2","1","1","0.58","2","1","3","4","5","4","5","4","4","5","4","5","5","5","5","5","5","4","4","4","5","5","5","5","5","5","5","5","5","3","4","4","4","5","4","1","2","2","1","1"
"600","1","52","1","1","3","29.00","2","5","4","4","2","4","3","4","3","1","3","1","2","3","4","4","4","4","4","4","3","4","4","4","3","4","4","3","3","3","3","2","5","5","5","2","3","2","3","3"
"601","1","48","1","1","1","5.00","1","2","4","4","3","4","4","4","4","3","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","1","1","1"
"602","2","36","1","1","1","2.00","1","1","4","3","3","3","4","3","3","2","4","4","4","4","3","3","4","3","3","3","3","3","4","4","2","3","3","3","3","3","2","2","4","4","4","3","2","3","3","3"
"603","2","53","1","1","1","8.00","1","5","2","3","2","2","1","1","1","1","1","4","1","3","2","4","1","2","2","3","4","4","4","3","2","2","2","2","1","2","2","2","4","3","4","5","5","5","5","4"
"604","2","44","1","1","2","22.00","1","3","3","4","3","4","4","3","4","4","4","2","3","4","4","4","3","4","4","4","4","4","3","4","2","3","3","4","4","4","4","4","3","3","3","3","4","3","3","3"
"605","2","35","1","2","1","2.00","1","3","5","5","5","5","4","5","5","5","5","4","5","3","5","4","5","3","4","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","3","1","1","1","1","1"
"606","2","54","1","1","2","2.00","1","1","4","4","3","4","3","4","4","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","3","4","2","3","1"
"607","2","41","1","1","1","1.00","1","3","4","5","3","5","4","4","5","5","5","5","5","5","3","1","2","2","3","2","5","5","4","4","4","4","4","5","3","4","4","4","3","3","3","3","3","4","3","2"
"608","2","60","1","1","1","5.00","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","3","1","1","1"
"609","1","34","1","1","1","6.00","1","5","3","4","3","4","3","3","3","4","3","3","3","4","3","3","4","4","3","3","4","4","4","3","3","3","3","3","4","3","3","4","3","3","3","3","3","3","3","3"
"610","2","28","1","1","1","7.00","2","3","3","3","2","2","2","2","2","2","3","2","2","3","2","2","3","2","2","2","3","4","3","2","3","3","2","2","2","3","3","2","4","3","4","4","4","2","3","2"
"611","2","60","1","1","1","","1","4","1","1","1","1","1","1","1","1","1","3","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","4","4","4","4","5","4","4","4"
"612","2","40","1","2","1","2.00","3","3","4","2","2","3","2","2","4","3","2","3","4","2","3","3","3","2","3","3","3","3","3","3","3","2","3","2","3","2","2","3","3","3","1","1","1","2","2","2"
"613","2","60","1","1","1","35.00","2","5","3","1","4","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","2","1","1","1","3","2","1","1","1","5","5","5","5","5"
"614","2","27","2","2","1","0.50","2","3","4","3","3","2","2","3","2","1","4","2","2","2","3","3","2","3","2","2","3","4","3","3","3","3","3","3","2","2","4","3","3","4","4","2","3","2","3","4"
"615","2","42","2","1","1","7.00","2","2","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","4","4","4","3","3","3","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4"
"616","1","28","1","1","1","2.00","1","5","4","4","4","3","4","2","5","5","5","5","5","4","5","3","4","3","4","3","5","4","4","2","3","3","5","5","5","3","3","3","2","3","2","3","4","2","2","4"
"617","2","29","1","1","1","11.00","1","5","3","1","1","3","1","4","1","5","5","1","1","1","1","1","4","2","1","1","1","1","2","3","4","3","3","1","1","5","4","4","3","3","4","5","5","4","4","4"
"618","2","42","1","1","2","10.00","2","5","4","3","4","3","3","3","3","4","3","3","3","2","2","3","2","3","3","2","3","2","2","3","2","3","3","3","3","4","3","3","3","4","4","2","3","2","2","2"
"619","2","25","2","1","1","2.00","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","1","1","1"
"620","2","41","1","1","3","","1","1","4","4","5","5","5","4","4","4","5","4","5","5","4","4","4","4","4","4","4","5","5","4","4","4","4","4","5","4","5","5","5","5","5","2","3","2","2","2"
"621","1","50","1","1","2","25.00","1","5","4","4","4","4","4","4","3","4","3","3","3","4","4","2","4","4","3","3","4","4","5","3","3","3","3","3","4","3","3","3","4","3","3","3","1","2","3","3"
"622","1","44","1","1","1","4.00","2","5","5","3","4","2","2","3","2","2","1","2","1","1","1","1","3","1","1","1","2","5","4","2","3","2","4","4","5","1","3","3","5","5","3","1","4","1","4","1"
"623","1","35","1","1","1","10.00","1","5","1","1","2","1","1","2","1","1","1","1","1","1","5","1","1","1","1","1","2","4","1","2","2","2","5","2","4","2","1","2","5","5","5","4","5","5","5","5"
"624","2","36","1","1","2","12.00","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2"
"625","1","26","1","1","1","5.00","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","5","4","4","5","5","5","5","5","4","5","5","4","4","4","4","5","1","1","1","1","1"
"626","2","23","1","1","1","3.00","3","5","5","5","5","5","5","5","4","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","4","3","4","1","3","3"
"627","1","48","1","1","2","17.00","1","5","4","4","3","4","3","4","4","4","3","4","4","3","3","3","3","3","3","3","4","3","3","3","3","3","4","4","4","4","3","3","4","3","4","3","3","3","3","3"
"628","2","28","1","1","1","6.00","1","5","5","4","3","4","3","4","3","5","2","4","4","2","2","4","2","2","2","3","4","3","2","5","4","5","3","3","4","4","4","4","3","3","4","2","4","4","3","2"
"629","2","59","1","1","1","10.00","2","2","1","4","5","4","3","2","3","4","4","4","3","3","2","4","4","3","2","4","4","4","4","2","3","3","3","4","4","3","3","4","4","4","4","2","2","3","3","2"
"630","2","48","3","1","1","14.00","1","5","3","4","3","3","3","3","2","1","2","4","4","3","4","3","4","2","2","3","3","2","2","3","3","3","3","3","3","2","2","2","3","2","1","4","3","3","3","4"
"631","1","56","1","1","2","12.00","1","3","4","4","4","3","3","3","3","4","3","3","3","3","2","4","2","2","4","4","3","3","5","4","3","4","3","4","3","4","4","3","3","4","3","2","2","3","2","3"
"632","1","51","1","1","1","27.00","2","5","4","4","4","3","3","4","3","1","2","2","2","2","2","2","2","2","2","1","4","3","3","2","4","4","3","4","4","4","4","4","1","1","1","5","5","5","5","5"
"633","2","37","1","1","1","19.00","1","2","4","4","3","4","4","4","2","3","3","3","2","4","3","3","4","2","2","2","2","4","4","4","4","3","3","4","3","3","4","4","4","5","5","3","4","4","2","2"
"634","1","41","1","1","2","22.00","1","2","2","3","3","3","4","3","2","2","5","4","3","4","4","4","4","1","1","1","4","4","4","4","4","4","3","4","4","1","3","3","4","5","3","1","3","2","1","2"
"635","1","49","1","1","3","18.00","2","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"636","2","38","1","1","1","0.58","3","3","4","4","3","3","4","3","2","1","4","5","5","4","2","4","5","3","4","3","5","5","5","4","4","4","5","5","5","4","4","5","5","5","4","1","2","1","2","1"
"637","1","56","1","1","2","34.00","2","5","5","1","2","1","1","5","1","1","1","1","1","1","2","1","4","1","1","1","1","1","1","1","1","1","3","3","3","1","1","1","1","1","1","4","4","4","4","4"
"638","1","33","1","1","1","8.00","1","2","3","3","4","2","2","4","5","3","4","3","4","4","3","4","3","3","3","2","2","4","3","4","3","4","4","3","5","3","4","4","2","3","4","4","3","2","4","4"
"639","1","60","1","1","1","33.00","2","3","4","4","4","4","4","4","4","3","4","4","4","4","3","3","4","3","3","4","4","4","4","4","4","4","4","4","4","3","2","4","3","4","2","3","3","3","3","2"
"640","1","42","1","1","2","23.00","2","5","4","3","4","2","1","2","2","1","3","2","2","2","3","2","4","2","2","3","4","4","3","3","4","3","1","2","1","1","1","1","2","4","4","1","3","3","2","2"
"641","1","32","1","1","3","3.00","1","4","3","3","2","1","1","1","2","2","2","2","1","2","3","3","1","3","2","4","3","2","3","2","1","4","2","2","1","3","2","2","2","1","2","3","2","3","2","2"
"642","1","59","1","1","2","28.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","2","2","2","2"
"643","2","30","2","1","2","3.00","1","3","5","5","4","5","5","5","4","5","3","4","5","4","4","3","4","4","4","4","4","5","5","4","5","4","4","5","5","4","5","5","4","4","4","1","1","1","1","1"
"644","1","57","1","1","1","22.00","1","3","5","3","4","4","4","4","1","3","4","4","4","4","5","4","5","4","4","3","4","4","4","4","5","4","4","4","5","4","4","5","4","4","4","1","1","2","2","1"
"645","2","45","3","2","1","0.17","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2"
"646","2","47","1","2","1","3.50","1","2","4","4","3","3","3","4","4","4","4","4","4","3","4","4","4","3","3","3","4","4","3","3","4","3","4","4","4","3","4","4","3","3","3","2","4","3","3","2"
